rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
9006	C-37b98458df2066ea8a69	69	medium	medium	implementation-gap	rust-todo-comment	vendor/h3-0.0.8-ferrum-patched/src/qpack/dynamic.rs	381	87	evict	0	0	1	0	let field = self.fields.pop_front().ok_or(Error::MaxTableSizeReached)?; //TODO better type	Explicit unfinished or workaround marker needs launch-readiness disposition.
9007	C-294a630c748715b65c6c	69	medium	medium	implementation-gap	rust-todo-comment	vendor/h3-0.0.8-ferrum-patched/src/qpack/dynamic.rs	420	20	can_free	0	0	1	0	// TODO handle out of bounds error	Explicit unfinished or workaround marker needs launch-readiness disposition.
9008	C-8c8bb3fe0878db71b00e	69	medium	medium	test-gap	rust-ignore-test	vendor/h3-0.0.8-ferrum-patched/src/stream.rs	328	21	poll_next_varint	0	0	1	0	"#[cfg(feature = ""tracing"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
9009	C-4894204a6855ca972727	69	medium	medium	implementation-gap	rust-todo-comment	vendor/h3-0.0.8-ferrum-patched/src/stream.rs	362	16	poll_type	0	0	1	0	// TODO create a test for the StreamEnd Option	Explicit unfinished or workaround marker needs launch-readiness disposition.
9010	C-a477ef18e9f3f44d594c	69	medium	medium	error-handling	rust-let-underscore	vendor/reqwest-0.13.3-ferrum-patched/src/async_impl/h3_client/pool.rs	264	13	send_request	1	1	1	0	let _ = tx.send(Ok(()));	Discarded return value may hide persistence, cleanup, delivery, or task failures.
9011	C-8e26c980d0ae56668886	69	medium	medium	lifecycle	rust-detached-spawn	vendor/reqwest-0.13.3-ferrum-patched/src/blocking/client.rs	1401	25	new	0	0	1	0	tokio::spawn(forward(req_fut, req_tx));	Detached task may outlive reload/shutdown ownership and hide failures.
9012	C-3924fd8889770c36454a	69	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/connect.rs	264	13	new	0	0	1	0	"#[cfg(feature = ""socks"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
9013	C-10cddfcd43067df92a47	69	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/connect.rs	1037	13	tls_info	0	0	1	0	.ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9014	C-9f62b7645680788788c5	69	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/connect.rs	1039	37	tls_info	0	0	1	0	.and_then(|c| c.to_der().ok());	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9015	C-62f8b6b729fa3a16d7ec	69	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/connect.rs	1054	13	tls_info	0	0	1	0	.ok()	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9016	C-ef4719168d633bceae9d	69	medium	medium	error-handling	rust-result-ok	vendor/reqwest-0.13.3-ferrum-patched/src/connect.rs	1056	37	tls_info	0	0	1	0	.and_then(|c| c.to_der().ok());	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9017	C-257705a466a8559e2e96	69	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	404	13	add_to_native_tls	0	0	1	0	"#[cfg(feature = ""__rustls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
9018	C-5a78fb275bc700549969	69	medium	medium	test-gap	rust-ignore-test	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	422	13	add_to_rustls	0	0	1	0	"#[cfg(feature = ""__native-tls"")]"	Ignored or narrowly gated test may leave a production branch outside required CI.
9019	C-b2c72e1d75aa33aec70d	69	medium	medium	resource-exhaustion	rust-variable-capacity	vendor/reqwest-0.13.3-ferrum-patched/src/tls.rs	630	20	rustls_der	0	0	1	0	let mut ders = Vec::with_capacity(certs.len());	Variable-derived preallocation can amplify attacker-controlled lengths.
9020	C-9802232d8af22a838d8e	69	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	292	30	fetch	1	0	1	0	/// This is the same as `Client::builder()`.	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
9021	C-88ce78f7f8948a61386b	69	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	377	29	default_headers	1	0	1	0	let client = crate::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
9022	C-1fe75fedc908f533d6e7	69	medium	medium	performance	rust-client-builder	vendor/reqwest-0.13.3-ferrum-patched/src/wasm/client.rs	401	29	default_headers_clone	1	0	1	0	let client = crate::Client::builder()	Client construction inside a request/plugin method can defeat pooling and repeat TLS/DNS setup.
9023	C-94dbc1bbcb23c22bb49b	69	medium	medium	availability	rust-network-connect	vendor/tungstenite-0.29.0-ferrum-patched/src/client.rs	133	29	connect_to_some	0	1	1	0	if let Ok(stream) = TcpStream::connect(addr) {	Network establishment needs connect timeout, cancellation, DNS policy, and address-rotation review.
9024	C-90d0d4430d59a00caa8e	69	medium	medium	correctness	rust-string-lossy	vendor/tungstenite-0.29.0-ferrum-patched/src/handshake/client.rs	197	29	generate_request	0	1	1	0	"trace!(""Request: {:?}"", String::from_utf8_lossy(&req));"	Lossy UTF-8 conversion can alter signed, routed, filtered, or audited bytes.
9025	C-99ac9ffc00d37c5001d8	69	medium	medium	error-handling	rust-result-ok	vendor/tungstenite-0.29.0-ferrum-patched/src/handshake/client.rs	235	37	verify_response	0	1	1	0	.and_then(|h| h.to_str().ok())	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9026	C-a180f980d8e5eb19190a	69	medium	medium	error-handling	rust-result-ok	vendor/tungstenite-0.29.0-ferrum-patched/src/handshake/client.rs	247	37	verify_response	0	1	1	0	.and_then(|h| h.to_str().ok())	Converting Result to Option erases the cause and can silently skip invalid or failed work.
9027	C-b7e925d8fcd8a164b4c2	69	medium	medium	implementation-gap	rust-todo-comment	vendor/tungstenite-0.29.0-ferrum-patched/src/handshake/server.rs	142	12	from_httparse	0	0	1	0	// TODO: httparse only supports HTTP 0.9/1.0/1.1 but not HTTP 2.0	Explicit unfinished or workaround marker needs launch-readiness disposition.
9028	C-6f30450b132176ed7822	69	medium	medium	error-handling	rust-let-underscore	vendor/tungstenite-0.29.0-ferrum-patched/src/protocol/frame/mod.rs	386	9	parse_overflow	0	0	1	0	let _ = sock.read(None); // should not crash	Discarded return value may hide persistence, cleanup, delivery, or task failures.
9029	C-422779a300ed50209140	68	medium	low	resource-exhaustion	rust-map-insert	src/admin/api_specs/handlers.rs	3006	27	handle_post_api_spec	1	1	0	0	"resp.headers_mut().insert(""Location"", hv);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9030	C-1eb03bc8f4b3bb9e7659	68	medium	low	resource-exhaustion	rust-map-insert	src/admin/mod.rs	4804	13	handle_update_credentials	1	1	0	0	.insert(cred_type.to_string(), cred_value);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9031	C-c33a4ce8fdefe92e5bcb	68	medium	low	resource-exhaustion	rust-map-insert	src/admin/mod.rs	5024	13	handle_append_credential	1	1	0	0	.insert(cred_type.to_string(), new_value);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9032	C-f4483c20cdbb6004041a	68	medium	low	resource-exhaustion	rust-map-insert	src/config/mongo_store.rs	5688	40	update_proxy	1	1	0	0	"doc.insert(""api_spec_id"", sid);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9033	C-80ff7d2f93aaf3f84dde	68	medium	low	resource-exhaustion	rust-map-insert	src/config/mongo_store.rs	5788	20	update_proxy	1	1	0	0	"doc.insert(""api_spec_id"", sid);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9034	C-5f7a38558c8e6a07b4f9	68	medium	low	resource-exhaustion	rust-map-insert	src/config/mongo_store.rs	7432	20	update_upstream	1	1	0	0	"doc.insert(""api_spec_id"", sid);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9035	C-921023288ce770853a22	68	medium	low	resource-exhaustion	rust-map-insert	src/dns/mod.rs	2195	20	proactive_refresh_preserves_per_proxy_ttl	1	1	0	0	cache.cache.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9036	C-711cc668fa22d2503d55	68	medium	low	resource-exhaustion	rust-map-insert	src/dns/mod.rs	2232	20	proactive_refresh_preserves_per_proxy_ttl	1	1	0	0	cache.cache.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9037	C-23496e0548669b93d9ae	68	medium	low	resource-exhaustion	rust-map-insert	src/dns/mod.rs	2273	20	background_refresh_task_preserves_per_proxy_ttl	1	1	0	0	cache.cache.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9038	C-63d5dc845aebe80100e5	68	medium	low	resource-exhaustion	rust-map-insert	src/grpc/dp_client.rs	1399	31	connect_and_subscribe_with_startup_ready_inner	1	1	0	0	"req.metadata_mut().insert(""authorization"", token.clone());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9039	C-287bfed021e89599d528	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	6419	42	stream_hyper_incoming	1	1	0	0	deadline_trailers.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9040	C-1cba9d1bd3173afb616d	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	6423	42	stream_hyper_incoming	1	1	0	0	deadline_trailers.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9041	C-96262b3a54d46d340f6e	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	6466	38	stream_hyper_incoming	1	1	0	0	deadline_trailers.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9042	C-490cafba131ca614e149	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	6470	38	stream_hyper_incoming	1	1	0	0	deadline_trailers.insert(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9043	C-21c5c8436a77c6636f13	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	8863	16	build_plain_request_builder_injects_early_data_header_when_zero_rtt	1	1	0	0	"headers.insert(""user-agent"".to_string(), ""test-client"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9044	C-30340e39c2edcd4dd8a3	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	8899	16	build_plain_request_builder_does_not_inject_early_data_header_for_normal_request	1	1	0	0	"headers.insert(""user-agent"".to_string(), ""test-client"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9045	C-05d3eaab7b6e11c3b8e1	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	8933	16	build_plain_request_builder_strips_client_supplied_early_data_when_zero_rtt	1	1	0	0	"headers.insert(""early-data"".to_string(), ""0"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9046	C-b9605fd8a09fda5e9c7a	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	8973	16	build_plain_request_builder_strips_client_supplied_early_data_when_not_zero_rtt	1	1	0	0	"headers.insert(""early-data"".to_string(), ""1"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9047	C-a8c9f5618f06626547ca	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/cross_protocol.rs	9010	16	build_plain_request_builder_xff_appends_peer_and_seeds_resolved_client	1	1	0	0	"headers.insert(""x-forwarded-for"".to_string(), ""198.51.100.7"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9048	C-71478a17eb78d39ec89c	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	1180	9	handle_h3_request	1	1	0	0	".insert(""ferrum.frontend_scheme"".to_string(), ""https"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9049	C-babf800007aec9dd0da7	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	10864	12	send_h3_reject_response	1	1	0	0	"headers.insert(""content-type"".to_string(), ""application/json"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9050	C-3c836c3b38b9c80ce953	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11429	17	send_h3_grpc_terminal_trailers	1	1	0	0	"trailers.insert(""grpc-status"", value);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9051	C-69e2e7968f5f2c3f832e	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11432	17	send_h3_grpc_terminal_trailers	1	1	0	0	"trailers.insert(""grpc-message"", value);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9052	C-ab79ebca6c66aacffc95	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11509	25	finish_h3_grpc_stream_trailers_only	1	1	0	0	"trailers.insert(""grpc-status"", value);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9053	C-e3e1322379b1a9d4b5be	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11514	25	finish_h3_grpc_stream_trailers_only	1	1	0	0	"trailers.insert(""grpc-message"", value);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9054	C-68b500feebe8fd8ba144	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11521	25	finish_h3_grpc_stream_trailers_only	1	1	0	0	"trailers.insert(""grpc-status-details-bin"", value);"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9055	C-d68dc6faf1c31067afba	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11761	21	send_h3_reject_flavor_aware_with_header_state	1	1	0	0	".insert(""content-type"".to_string(), ""application/json"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9056	C-e031d68574732072efa8	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	11793	16	send_h3_reject_flavor_aware_with_header_state	1	1	0	0	"headers.insert(""content-type"".to_string(), ""application/json"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9057	C-39632edccdd561f4bb89	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	13156	16	native_h3_forwarded_proto_uses_uri_scheme_not_alpn_token	1	1	0	0	"headers.insert(""host"".to_string(), ""api.example"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9058	C-04db0099718c471827ad	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	13198	16	native_h3_forwarded_header_uses_effective_request_scheme	1	1	0	0	"headers.insert(""host"".to_string(), ""api.example"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9059	C-2dbf26f9d70ed02e769d	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	13239	16	injects_early_data_header_when_request_is_zero_rtt	1	1	0	0	"headers.insert(""user-agent"".to_string(), ""test-client"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
9060	C-177042ae7058f2ceb567	68	medium	low	resource-exhaustion	rust-map-insert	src/http3/server.rs	13268	16	does_not_inject_early_data_header_for_normal_request	1	1	0	0	"headers.insert(""user-agent"".to_string(), ""test-client"".to_string());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
